,School name,Department,Departmental research,Research type
1870,University of Houston,Physics,"Scattering: X-ray , Neutron, Light",theoretical
1871,University of Houston,Physics,Seismic Physics,theoretical
1872,Stevens Institute of Technology,Physics And Engineering Physics,Semiconductor Solid State Theory,theoretical
1873,University of Houston,Physics,Signal & Image Processing,experimental
1874,University of Houston,Physics,Signal & Image Processing,theoretical
1875,North Dakota State University,Physics,Single-Molecule Electronics and Science,experimental
1876,North Dakota State University,Physics,Soft Colloids and Biomembranes,theoretical
1877,Kent State University,Department of Physics,Soft Condensed Matter,experimental
1878,Kent State University,Department of Physics,Soft Condensed Matter,theoretical
1879,"University of Massachusetts, Lowell",Physics & Applied Physics,Soft Condensed Matter,theoretical
1880,Kansas State University,Physics,Soft Condensed Matter and Biological Physics,experimental
1881,Kansas State University,Physics,Soft Condensed Matter and Biological Physics,theoretical
1882,"University of Massachusetts, Amherst",Physics,Soft Condensed Matter Physics,experimental
1883,Georgetown University,Physics,Soft condensed-matter physics,experimental
1884,Georgetown University,Physics,Soft condensed-matter physics,theoretical
1885,Georgia Institute of Technology,Physics,Soft Matter,experimental
1886,University of California Merced,Physics,Soft Matter,experimental
1887,Georgia Institute of Technology,Physics,Soft Matter,theoretical
1888,University of California Merced,Physics,Soft Matter,theoretical
1889,Emory University,Physics,Soft Matter Physics,experimental
1890,North Dakota State University,Physics,Soft Matter Physics,theoretical
1891,University of Arizona,Optical Sciences,Solar,experimental
1892,University of Arizona,Optical Sciences,Solar,theoretical
1893,University of Houston,Physics,Solar (Renewable) Energy,experimental
1894,University of Houston,Physics,Solar (Renewable) Energy,theoretical
1895,University of California Merced,Physics,Solar and Energy Sciences,experimental
1896,"California State University, Long Beach",Physics & Astronomy,Solar Physics,experimental
1897,Georgia State University,Physics & Astronomy,Solar Physics,experimental
1898,"Montana State University, Bozeman",Physics,Solar Physics,experimental
1899,New Jersey Institute of Technology,Physics,Solar Physics,experimental
1900,New Mexico State University,Astronomy,Solar Physics,experimental
1901,University of Alabama at Birmingham,Physics,Solar Physics,experimental
1902,Georgia State University,Physics & Astronomy,Solar Physics,theoretical
1903,New Mexico State University,Astronomy,Solar Physics,theoretical
1904,Bowling Green State University,Physics & Astronomy,Solid State Physics,experimental
1905,Columbia University,Department of Applied Physics and Applied Mathematics,Solid State Physics,experimental
1906,New Jersey Institute of Technology,Physics,Solid State Physics,experimental
1907,New Mexico State University,Physics,Solid State Physics,experimental
1908,Oakland University,Physics,Solid State Physics,experimental
1909,University of Michigan,Applied Physics,Solid State Physics,experimental
1910,University of Oregon,Physics,Solid State Physics,experimental
1911,"California State University, Long Beach",Physics & Astronomy,Solid State Physics,theoretical
1912,University of Michigan,Applied Physics,Solid State Physics,theoretical
1913,University of Oregon,Physics,Solid State Physics,theoretical
1914,Virginia Commonwealth University,Physics,Solid State Physics,theoretical
1915,University of Alaska Fairbanks,Physics,Space physics,experimental
1916,"University of Texas, Arlington",Physics,Space Physics,experimental
1917,University of Alaska Fairbanks,Physics,Space Physics,theoretical
1918,"University of Texas, Arlington",Physics,Space Physics,theoretical
1919,University of Houston,Physics,Space Physics and High Altitude Balloon,experimental
1920,University of New Hampshire,Physics,Space Plasma,experimental
1921,University of New Hampshire,Physics,Space Plasma Theory,theoretical
1922,University of New Hampshire,Physics,Space Radiation,experimental
1923,University of Houston,Physics,Space Radiation Physics,experimental
1924,University of Houston,Physics,Space Radiation Physics,theoretical
1925,University of Houston,Physics,Statistical & Non-linear Physics & Complexity,experimental
1926,University of Houston,Physics,Statistical & Non-linear Physics & Complexity,theoretical
1927,Cornell University,Physics,Statistical & Thermal Physics,experimental
1928,Harvard University,Physics,Statistical & Thermal Physics,experimental
1929,Lehigh University,Physics,Statistical & Thermal Physics,experimental
1930,Missouri University of Science & Technology,Physics,Statistical & Thermal Physics,experimental
1931,"State University of New York (SUNY), Univ. at Buffalo",Physics,Statistical & Thermal Physics,experimental
1932,"University of California, Santa Barbara",Physics,Statistical & Thermal Physics,experimental
1933,University of Michigan,Applied Physics,Statistical & Thermal Physics,experimental
1934,Boston University,Physics,Statistical & Thermal Physics,theoretical
1935,Case Western Reserve University,Physics,Statistical & Thermal Physics,theoretical
1936,Clark University,Physics,Statistical & Thermal Physics,theoretical
1937,Clarkson University,Physics,Statistical & Thermal Physics,theoretical
1938,Columbia University,Physics,Statistical & Thermal Physics,theoretical
1939,Cornell University,Physics,Statistical & Thermal Physics,theoretical
1940,Emory University,Physics,Statistical & Thermal Physics,theoretical
1941,Florida Atlantic University,Physics,Statistical & Thermal Physics,theoretical
1942,Georgetown University,Physics,Statistical & Thermal Physics,theoretical
1943,Harvard University,Physics,Statistical & Thermal Physics,theoretical
1944,Lehigh University,Physics,Statistical & Thermal Physics,theoretical
1945,Oakland University,Physics,Statistical & Thermal Physics,theoretical
1946,Oklahoma State University,Physics,Statistical & Thermal Physics,theoretical
1947,"State University of New York (SUNY), Univ. at Buffalo",Physics,Statistical & Thermal Physics,theoretical
1948,Texas Christian University,Physics and Astronomy,Statistical & Thermal Physics,theoretical
1949,"University of California, San Diego",Physics,Statistical & Thermal Physics,theoretical
1950,University of Michigan,Applied Physics,Statistical & Thermal Physics,theoretical
1951,University of Notre Dame,Physics,Statistical & Thermal Physics,theoretical
1952,University of Oregon,Physics,Statistical & Thermal Physics,theoretical
1953,University of South Florida,Physics,Statistical & Thermal Physics,theoretical
1954,University of Texas at Austin,Physics,Statistical & Thermal Physics,theoretical
1955,Virginia Commonwealth University,Physics,Statistical & Thermal Physics,theoretical
1956,West Virginia University,Physics,Statistical & Thermal Physics,theoretical
1957,Duke University,Physics,Statistical and nonlinear physics,theoretical
1958,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Statistical Mechanics,theoretical
1959,Southern Methodist University,Physics,Stellar Astrophysics and Cosmic History,experimental
1960,Rensselaer Polytechnic Institute,"Physics, Applied Physics, Astronomy",Stochastic Dynamics on Complex Networks,theoretical
1961,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,String Theory and Cosmology,theoretical
1962,Colorado School of Mines,Physics,Sub-Atomic Physics,experimental
1963,University of Houston,Physics,Superconductivity,experimental
1964,University of Houston,Physics,Superconductivity,theoretical
1965,Rice University,Smalley-Curl Institute,Superresolution Microscopy,experimental
1966,Rice University,Smalley-Curl Institute,Superresolution Microscopy,theoretical
1967,Boston University,Physics,Surface Physics,experimental
1968,Case Western Reserve University,Physics,Surface Physics,experimental
1969,Clarkson University,Physics,Surface Physics,experimental
1970,Eastern Michigan University,Physics and Astronomy,Surface Physics,experimental
1971,Seton Hall University,Physics,Surface Physics,experimental
1972,"University of California, Riverside",Physics & Astronomy,Surface Physics,experimental
1973,University of Houston,Physics,Surface Physics,experimental
1974,University of Michigan,Applied Physics,Surface Physics,experimental
1975,"University of Texas, Arlington",Physics,Surface Physics,experimental
1976,"University of Wisconsin, Milwaukee",Physics,Surface Physics,experimental
1977,University of Michigan,Applied Physics,Surface Physics,theoretical
1978,"University of Texas, Arlington",Physics,Surface Physics,theoretical
1979,"University of Wisconsin, Milwaukee",Physics,Surface Physics,theoretical
1980,Virginia Commonwealth University,Physics,Surface Physics,theoretical
1981,University of Michigan,Applied Physics,Systems Science/Engineering,experimental
1982,University of Michigan,Applied Physics,Systems Science/Engineering,theoretical
1983,Rice University,Smalley-Curl Institute,Terahertz Spectroscopy,experimental
1984,Rice University,Smalley-Curl Institute,Terahertz Spectroscopy,theoretical
1985,University of Texas at Austin,Physics,The Weinberg Theory Group,theoretical
1986,"North Carolina State University, Raleigh",Physics,Theoretical and Computational Astrophysics,theoretical
1987,"Indiana University, Bloomington",Astronomy,Theoretical Astrophysics,theoretical
1988,"University of California, Berkeley",Physics,Theoretical Astrophysics,theoretical
1989,University of Kentucky,Physics & Astronomy,Theoretical Astrophysics,theoretical
1990,Stanford University,Physics,Theoretical Astrophysics and Cosmology,theoretical
1991,University of Kentucky,Physics & Astronomy,Theoretical Atomic Physics,theoretical
1992,Florida International University,Physics,Theoretical Biophysics,theoretical
1993,Stanford University,Physics,Theoretical Condensed Matter,theoretical
1994,Colorado State University,Physics,Theoretical Condensed Matter Physics,theoretical
1995,University of Kentucky,Physics & Astronomy,Theoretical Condensed Matter Physics,theoretical
1996,Southern Methodist University,Physics,Theoretical Cosmology,theoretical
1997,Duke University,Physics,Theoretical Neuroscience,theoretical
1998,Duke University,Physics,Theoretical Nuclear and Particle Physics,theoretical
1999,Florida International University,Physics,Theoretical nuclear and particle physics,theoretical
2000,Old Dominion University,Physics,Theoretical Nuclear and Particle Physics,theoretical
2001,University of Kentucky,Physics & Astronomy,Theoretical Nuclear Physics,theoretical
2002,"University of Massachusetts, Amherst",Physics,Theoretical Nuclear Physics,theoretical
2003,"North Carolina State University, Raleigh",Physics,Theoretical Particle and Nuclear Physics,theoretical
2004,Southern Methodist University,Physics,Theoretical Particle Physics,theoretical
2005,Stanford University,Physics,Theoretical Particle Physics,theoretical
2006,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Theoretical Particle Physics,theoretical
2007,University of Kentucky,Physics & Astronomy,Theoretical Particle Physics,theoretical
2008,Fudan University,Physics,Theoretical Physics,theoretical
2009,New Mexico Institute of Mining and Technology,Physics,Theoretical Physics,theoretical
2010,Oregon State University,Physics,Theoretical Physics,theoretical
2011,San Diego State University,Physics,Theoretical Physics,theoretical
2012,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Theoretical Physics,theoretical
2013,University of Michigan,Applied Physics,Theoretical Physics,theoretical
2014,University of South Carolina,Physics & Astronomy,Theoretical Physics,theoretical
2015,Virginia Commonwealth University,Physics,Theoretical Physics,theoretical
2016,Washington University in St. Louis,Physics,Theoretical Physics,theoretical
2017,East Carolina University,Physics,Theoretical Radiation Physics,theoretical
2018,University of Maine,Physics and Astronomy,Thin Film and Sensor Technology,experimental
2019,Seton Hall University,Physics,"thin films, laser deposition, x-ray diffraction, x-ray sepctrescopy",experimental
2020,Rice University,Smalley-Curl Institute,Topological Insulators,experimental
2021,Rice University,Smalley-Curl Institute,Topological Insulators,theoretical
2022,Rice University,Smalley-Curl Institute,Translational Medical Devices,experimental
2023,Rice University,Smalley-Curl Institute,Translational Medical Devices,theoretical
2024,Rice University,Smalley-Curl Institute,Ultracold Atoms and Plasmas,experimental
2025,Rice University,Smalley-Curl Institute,Ultracold Atoms and Plasmas,theoretical
2026,University of Wisconsin,Medical Physics Program,Ultrasound Imaging,experimental
2027,University of Wisconsin,Medical Physics Program,Ultrasound Imaging,theoretical
